"District","FIPS","Year","Special Education Status","Variable","Measure Type","Value"
"Naugatuck School District","900949950","2014-2015","Non-Special Education","Still Enrolled After Four Years Count","Number","9"
"Naugatuck School District","900949950","2014-2015","Special Education","Still Enrolled After Four Years Count","Number","8"
"Naugatuck School District","900949950","2014-2015","Non-Special Education","Still Enrolled After Four Years Rate","Percent","3.2"
"Naugatuck School District","900949950","2014-2015","Special Education","Still Enrolled After Four Years Rate","Percent","14.8"
"Naugatuck School District","900949950","2014-2015","Non-Special Education","Other Count","Number","23"
"Naugatuck School District","900949950","2014-2015","Special Education","Other Count","Number","9"
"Naugatuck School District","900949950","2014-2015","Non-Special Education","Other Rate","Percent","8.1"
"Naugatuck School District","900949950","2014-2015","Special Education","Other Rate","Percent","16.7"
"New Beginnings Inc. Family Academy District","","2010-2011","Non-Special Education","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Special Education","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Non-Special Education","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Special Education","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Special Education","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Non-Special Education","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Special Education","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Non-Special Education","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Special Education","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Non-Special Education","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","Special Education","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Non-Special Education","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Special Education","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Non-Special Education","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Special Education","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Special Education","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Non-Special Education","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Special Education","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Non-Special Education","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Special Education","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Non-Special Education","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","Special Education","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Non-Special Education","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Special Education","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Non-Special Education","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Special Education","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Special Education","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Non-Special Education","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Special Education","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Non-Special Education","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Special Education","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Non-Special Education","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","Special Education","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Non-Special Education","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Special Education","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Non-Special Education","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Special Education","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Special Education","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Non-Special Education","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Special Education","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Non-Special Education","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Special Education","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Non-Special Education","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2013-2014","Special Education","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Non-Special Education","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Special Education","Total Cohort Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Non-Special Education","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Special Education","Four Year Graduation Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Special Education","Four Year Graduation Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Non-Special Education","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Special Education","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Non-Special Education","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Special Education","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Non-Special Education","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2014-2015","Special Education","Other Rate","Percent","-6666"
"New Britain School District","900350440","2010-2011","Non-Special Education","Total Cohort Count","Number","640"
"New Britain School District","900350440","2010-2011","Special Education","Total Cohort Count","Number","118"
"New Britain School District","900350440","2010-2011","Non-Special Education","Four Year Graduation Count","Number","346"
"New Britain School District","900350440","2010-2011","Special Education","Four Year Graduation Count","Number","43"
"New Britain School District","900350440","2010-2011","Non-Special Education","Four Year Graduation Rate","Percent","54.1"
"New Britain School District","900350440","2010-2011","Special Education","Four Year Graduation Rate","Percent","36.4"
"New Britain School District","900350440","2010-2011","Non-Special Education","Still Enrolled After Four Years Count","Number","100"
"New Britain School District","900350440","2010-2011","Special Education","Still Enrolled After Four Years Count","Number","45"
"New Britain School District","900350440","2010-2011","Non-Special Education","Still Enrolled After Four Years Rate","Percent","15.6"
"New Britain School District","900350440","2010-2011","Special Education","Still Enrolled After Four Years Rate","Percent","38.1"
"New Britain School District","900350440","2010-2011","Non-Special Education","Other Count","Number","194"
"New Britain School District","900350440","2010-2011","Special Education","Other Count","Number","30"
"New Britain School District","900350440","2010-2011","Non-Special Education","Other Rate","Percent","30.3"
"New Britain School District","900350440","2010-2011","Special Education","Other Rate","Percent","25.4"
"New Britain School District","900350440","2011-2012","Non-Special Education","Total Cohort Count","Number","550"
"New Britain School District","900350440","2011-2012","Special Education","Total Cohort Count","Number","114"
"New Britain School District","900350440","2011-2012","Non-Special Education","Four Year Graduation Count","Number","360"
"New Britain School District","900350440","2011-2012","Special Education","Four Year Graduation Count","Number","42"
"New Britain School District","900350440","2011-2012","Non-Special Education","Four Year Graduation Rate","Percent","65.5"
"New Britain School District","900350440","2011-2012","Special Education","Four Year Graduation Rate","Percent","36.8"
"New Britain School District","900350440","2011-2012","Non-Special Education","Still Enrolled After Four Years Count","Number","55"
"New Britain School District","900350440","2011-2012","Special Education","Still Enrolled After Four Years Count","Number","37"
"New Britain School District","900350440","2011-2012","Non-Special Education","Still Enrolled After Four Years Rate","Percent","10.0"
"New Britain School District","900350440","2011-2012","Special Education","Still Enrolled After Four Years Rate","Percent","32.5"
"New Britain School District","900350440","2011-2012","Non-Special Education","Other Count","Number","135"
"New Britain School District","900350440","2011-2012","Special Education","Other Count","Number","35"
"New Britain School District","900350440","2011-2012","Non-Special Education","Other Rate","Percent","24.5"
"New Britain School District","900350440","2011-2012","Special Education","Other Rate","Percent","30.7"
"New Britain School District","900350440","2012-2013","Non-Special Education","Total Cohort Count","Number","541"
"New Britain School District","900350440","2012-2013","Special Education","Total Cohort Count","Number","113"
"New Britain School District","900350440","2012-2013","Non-Special Education","Four Year Graduation Count","Number","352"
"New Britain School District","900350440","2012-2013","Special Education","Four Year Graduation Count","Number","46"
"New Britain School District","900350440","2012-2013","Non-Special Education","Four Year Graduation Rate","Percent","65.1"
"New Britain School District","900350440","2012-2013","Special Education","Four Year Graduation Rate","Percent","40.7"
"New Britain School District","900350440","2012-2013","Non-Special Education","Still Enrolled After Four Years Count","Number","56"
"New Britain School District","900350440","2012-2013","Special Education","Still Enrolled After Four Years Count","Number","35"
"New Britain School District","900350440","2012-2013","Non-Special Education","Still Enrolled After Four Years Rate","Percent","10.4"
"New Britain School District","900350440","2012-2013","Special Education","Still Enrolled After Four Years Rate","Percent","31.0"
"New Britain School District","900350440","2012-2013","Non-Special Education","Other Count","Number","133"
"New Britain School District","900350440","2012-2013","Special Education","Other Count","Number","32"
"New Britain School District","900350440","2012-2013","Non-Special Education","Other Rate","Percent","24.6"
"New Britain School District","900350440","2012-2013","Special Education","Other Rate","Percent","28.3"
"New Britain School District","900350440","2013-2014","Non-Special Education","Total Cohort Count","Number","569"
"New Britain School District","900350440","2013-2014","Special Education","Total Cohort Count","Number","87"
"New Britain School District","900350440","2013-2014","Non-Special Education","Four Year Graduation Count","Number","380"
"New Britain School District","900350440","2013-2014","Special Education","Four Year Graduation Count","Number","37"
"New Britain School District","900350440","2013-2014","Non-Special Education","Four Year Graduation Rate","Percent","66.8"
"New Britain School District","900350440","2013-2014","Special Education","Four Year Graduation Rate","Percent","42.5"
"New Britain School District","900350440","2013-2014","Non-Special Education","Still Enrolled After Four Years Count","Number","82"
"New Britain School District","900350440","2013-2014","Special Education","Still Enrolled After Four Years Count","Number","35"
"New Britain School District","900350440","2013-2014","Non-Special Education","Still Enrolled After Four Years Rate","Percent","14.4"
"New Britain School District","900350440","2013-2014","Special Education","Still Enrolled After Four Years Rate","Percent","40.2"
"New Britain School District","900350440","2013-2014","Non-Special Education","Other Count","Number","107"
"New Britain School District","900350440","2013-2014","Special Education","Other Count","Number","15"
"New Britain School District","900350440","2013-2014","Non-Special Education","Other Rate","Percent","18.8"
"New Britain School District","900350440","2013-2014","Special Education","Other Rate","Percent","17.2"
"New Britain School District","900350440","2014-2015","Non-Special Education","Total Cohort Count","Number","524"
"New Britain School District","900350440","2014-2015","Special Education","Total Cohort Count","Number","136"
"New Britain School District","900350440","2014-2015","Non-Special Education","Four Year Graduation Count","Number","386"
"New Britain School District","900350440","2014-2015","Special Education","Four Year Graduation Count","Number","67"
"New Britain School District","900350440","2014-2015","Non-Special Education","Four Year Graduation Rate","Percent","73.7"
"New Britain School District","900350440","2014-2015","Special Education","Four Year Graduation Rate","Percent","49.3"
"New Britain School District","900350440","2014-2015","Non-Special Education","Still Enrolled After Four Years Count","Number","43"
"New Britain School District","900350440","2014-2015","Special Education","Still Enrolled After Four Years Count","Number","29"
"New Britain School District","900350440","2014-2015","Non-Special Education","Still Enrolled After Four Years Rate","Percent","8.2"
"New Britain School District","900350440","2014-2015","Special Education","Still Enrolled After Four Years Rate","Percent","21.3"
"New Britain School District","900350440","2014-2015","Non-Special Education","Other Count","Number","95"
"New Britain School District","900350440","2014-2015","Special Education","Other Count","Number","40"
"New Britain School District","900350440","2014-2015","Non-Special Education","Other Rate","Percent","18.1"
"New Britain School District","900350440","2014-2015","Special Education","Other Rate","Percent","29.4"
"New Canaan School District","900150580","2010-2011","Non-Special Education","Total Cohort Count","Number","280"
"New Canaan School District","900150580","2010-2011","Special Education","Total Cohort Count","Number","31"
"New Canaan School District","900150580","2010-2011","Non-Special Education","Four Year Graduation Count","Number","276"
"New Canaan School District","900150580","2010-2011","Special Education","Four Year Graduation Count","Number","27"
"New Canaan School District","900150580","2010-2011","Non-Special Education","Four Year Graduation Rate","Percent","98.6"
"New Canaan School District","900150580","2010-2011","Special Education","Four Year Graduation Rate","Percent","87.1"
"New Canaan School District","900150580","2010-2011","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Canaan School District","900150580","2010-2011","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Canaan School District","900150580","2010-2011","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Canaan School District","900150580","2010-2011","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Canaan School District","900150580","2010-2011","Non-Special Education","Other Count","Number","-9999"
"New Canaan School District","900150580","2010-2011","Special Education","Other Count","Number","-9999"
"New Canaan School District","900150580","2010-2011","Non-Special Education","Other Rate","Percent","-9999"
"New Canaan School District","900150580","2010-2011","Special Education","Other Rate","Percent","-9999"
"New Canaan School District","900150580","2011-2012","Non-Special Education","Total Cohort Count","Number","283"
"New Canaan School District","900150580","2011-2012","Special Education","Total Cohort Count","Number","46"
"New Canaan School District","900150580","2011-2012","Non-Special Education","Four Year Graduation Count","Number","280"
"New Canaan School District","900150580","2011-2012","Special Education","Four Year Graduation Count","Number","39"
"New Canaan School District","900150580","2011-2012","Non-Special Education","Four Year Graduation Rate","Percent","98.9"
"New Canaan School District","900150580","2011-2012","Special Education","Four Year Graduation Rate","Percent","84.8"
"New Canaan School District","900150580","2011-2012","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Canaan School District","900150580","2011-2012","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Canaan School District","900150580","2011-2012","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Canaan School District","900150580","2011-2012","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Canaan School District","900150580","2011-2012","Non-Special Education","Other Count","Number","-9999"
"New Canaan School District","900150580","2011-2012","Special Education","Other Count","Number","-9999"
"New Canaan School District","900150580","2011-2012","Non-Special Education","Other Rate","Percent","-9999"
"New Canaan School District","900150580","2011-2012","Special Education","Other Rate","Percent","-9999"
"New Canaan School District","900150580","2012-2013","Non-Special Education","Total Cohort Count","Number","295"
"New Canaan School District","900150580","2012-2013","Special Education","Total Cohort Count","Number","44"
"New Canaan School District","900150580","2012-2013","Non-Special Education","Four Year Graduation Count","Number","291"
"New Canaan School District","900150580","2012-2013","Special Education","Four Year Graduation Count","Number","40"
"New Canaan School District","900150580","2012-2013","Non-Special Education","Four Year Graduation Rate","Percent","98.6"
"New Canaan School District","900150580","2012-2013","Special Education","Four Year Graduation Rate","Percent","90.9"
"New Canaan School District","900150580","2012-2013","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Canaan School District","900150580","2012-2013","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Canaan School District","900150580","2012-2013","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Canaan School District","900150580","2012-2013","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Canaan School District","900150580","2012-2013","Non-Special Education","Other Count","Number","-9999"
"New Canaan School District","900150580","2012-2013","Special Education","Other Count","Number","-9999"
"New Canaan School District","900150580","2012-2013","Non-Special Education","Other Rate","Percent","-9999"
"New Canaan School District","900150580","2012-2013","Special Education","Other Rate","Percent","-9999"
"New Canaan School District","900150580","2013-2014","Non-Special Education","Total Cohort Count","Number","277"
"New Canaan School District","900150580","2013-2014","Special Education","Total Cohort Count","Number","35"
"New Canaan School District","900150580","2013-2014","Non-Special Education","Four Year Graduation Count","Number","276"
"New Canaan School District","900150580","2013-2014","Special Education","Four Year Graduation Count","Number","31"
"New Canaan School District","900150580","2013-2014","Non-Special Education","Four Year Graduation Rate","Percent","99.6"
"New Canaan School District","900150580","2013-2014","Special Education","Four Year Graduation Rate","Percent","88.6"
"New Canaan School District","900150580","2013-2014","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Canaan School District","900150580","2013-2014","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Canaan School District","900150580","2013-2014","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Canaan School District","900150580","2013-2014","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Canaan School District","900150580","2013-2014","Non-Special Education","Other Count","Number","-9999"
"New Canaan School District","900150580","2013-2014","Special Education","Other Count","Number","-9999"
"New Canaan School District","900150580","2013-2014","Non-Special Education","Other Rate","Percent","-9999"
"New Canaan School District","900150580","2013-2014","Special Education","Other Rate","Percent","-9999"
"New Canaan School District","900150580","2014-2015","Non-Special Education","Total Cohort Count","Number","269"
"New Canaan School District","900150580","2014-2015","Special Education","Total Cohort Count","Number","38"
"New Canaan School District","900150580","2014-2015","Non-Special Education","Four Year Graduation Count","Number","269"
"New Canaan School District","900150580","2014-2015","Special Education","Four Year Graduation Count","Number","35"
"New Canaan School District","900150580","2014-2015","Non-Special Education","Four Year Graduation Rate","Percent","100.0"
"New Canaan School District","900150580","2014-2015","Special Education","Four Year Graduation Rate","Percent","92.1"
"New Canaan School District","900150580","2014-2015","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Canaan School District","900150580","2014-2015","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Canaan School District","900150580","2014-2015","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Canaan School District","900150580","2014-2015","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Canaan School District","900150580","2014-2015","Non-Special Education","Other Count","Number","-9999"
"New Canaan School District","900150580","2014-2015","Special Education","Other Count","Number","-9999"
"New Canaan School District","900150580","2014-2015","Non-Special Education","Other Rate","Percent","-9999"
"New Canaan School District","900150580","2014-2015","Special Education","Other Rate","Percent","-9999"
"New Fairfield School District","900150860","2010-2011","Non-Special Education","Total Cohort Count","Number","216"
"New Fairfield School District","900150860","2010-2011","Special Education","Total Cohort Count","Number","25"
"New Fairfield School District","900150860","2010-2011","Non-Special Education","Four Year Graduation Count","Number","199"
"New Fairfield School District","900150860","2010-2011","Special Education","Four Year Graduation Count","Number","20"
"New Fairfield School District","900150860","2010-2011","Non-Special Education","Four Year Graduation Rate","Percent","92.1"
"New Fairfield School District","900150860","2010-2011","Special Education","Four Year Graduation Rate","Percent","80.0"
"New Fairfield School District","900150860","2010-2011","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Fairfield School District","900150860","2010-2011","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Fairfield School District","900150860","2010-2011","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Fairfield School District","900150860","2010-2011","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Fairfield School District","900150860","2010-2011","Non-Special Education","Other Count","Number","-9999"
"New Fairfield School District","900150860","2010-2011","Special Education","Other Count","Number","-9999"
"New Fairfield School District","900150860","2010-2011","Non-Special Education","Other Rate","Percent","-9999"
"New Fairfield School District","900150860","2010-2011","Special Education","Other Rate","Percent","-9999"
"New Fairfield School District","900150860","2011-2012","Non-Special Education","Total Cohort Count","Number","209"
"New Fairfield School District","900150860","2011-2012","Special Education","Total Cohort Count","Number","23"
"New Fairfield School District","900150860","2011-2012","Non-Special Education","Four Year Graduation Count","Number","208"
"New Fairfield School District","900150860","2011-2012","Special Education","Four Year Graduation Count","Number","19"
"New Fairfield School District","900150860","2011-2012","Non-Special Education","Four Year Graduation Rate","Percent","99.5"
"New Fairfield School District","900150860","2011-2012","Special Education","Four Year Graduation Rate","Percent","82.6"
"New Fairfield School District","900150860","2011-2012","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Fairfield School District","900150860","2011-2012","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Fairfield School District","900150860","2011-2012","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Fairfield School District","900150860","2011-2012","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Fairfield School District","900150860","2011-2012","Non-Special Education","Other Count","Number","-9999"
"New Fairfield School District","900150860","2011-2012","Special Education","Other Count","Number","-9999"
"New Fairfield School District","900150860","2011-2012","Non-Special Education","Other Rate","Percent","-9999"
"New Fairfield School District","900150860","2011-2012","Special Education","Other Rate","Percent","-9999"
"New Fairfield School District","900150860","2012-2013","Non-Special Education","Total Cohort Count","Number","233"
"New Fairfield School District","900150860","2012-2013","Special Education","Total Cohort Count","Number","25"
"New Fairfield School District","900150860","2012-2013","Non-Special Education","Four Year Graduation Count","Number","224"
"New Fairfield School District","900150860","2012-2013","Special Education","Four Year Graduation Count","Number","23"
"New Fairfield School District","900150860","2012-2013","Non-Special Education","Four Year Graduation Rate","Percent","96.1"
"New Fairfield School District","900150860","2012-2013","Special Education","Four Year Graduation Rate","Percent","92.0"
"New Fairfield School District","900150860","2012-2013","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Fairfield School District","900150860","2012-2013","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Fairfield School District","900150860","2012-2013","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Fairfield School District","900150860","2012-2013","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Fairfield School District","900150860","2012-2013","Non-Special Education","Other Count","Number","-9999"
"New Fairfield School District","900150860","2012-2013","Special Education","Other Count","Number","-9999"
"New Fairfield School District","900150860","2012-2013","Non-Special Education","Other Rate","Percent","-9999"
"New Fairfield School District","900150860","2012-2013","Special Education","Other Rate","Percent","-9999"
"New Fairfield School District","900150860","2013-2014","Non-Special Education","Total Cohort Count","Number","213"
"New Fairfield School District","900150860","2013-2014","Special Education","Total Cohort Count","Number","26"
"New Fairfield School District","900150860","2013-2014","Non-Special Education","Four Year Graduation Count","Number","209"
"New Fairfield School District","900150860","2013-2014","Special Education","Four Year Graduation Count","Number","22"
"New Fairfield School District","900150860","2013-2014","Non-Special Education","Four Year Graduation Rate","Percent","98.1"
"New Fairfield School District","900150860","2013-2014","Special Education","Four Year Graduation Rate","Percent","84.6"
"New Fairfield School District","900150860","2013-2014","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Fairfield School District","900150860","2013-2014","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Fairfield School District","900150860","2013-2014","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Fairfield School District","900150860","2013-2014","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Fairfield School District","900150860","2013-2014","Non-Special Education","Other Count","Number","-9999"
"New Fairfield School District","900150860","2013-2014","Special Education","Other Count","Number","-9999"
"New Fairfield School District","900150860","2013-2014","Non-Special Education","Other Rate","Percent","-9999"
"New Fairfield School District","900150860","2013-2014","Special Education","Other Rate","Percent","-9999"
"New Fairfield School District","900150860","2014-2015","Non-Special Education","Total Cohort Count","Number","240"
"New Fairfield School District","900150860","2014-2015","Special Education","Total Cohort Count","Number","24"
"New Fairfield School District","900150860","2014-2015","Non-Special Education","Four Year Graduation Count","Number","239"
"New Fairfield School District","900150860","2014-2015","Special Education","Four Year Graduation Count","Number","22"
"New Fairfield School District","900150860","2014-2015","Non-Special Education","Four Year Graduation Rate","Percent","99.6"
"New Fairfield School District","900150860","2014-2015","Special Education","Four Year Graduation Rate","Percent","91.7"
"New Fairfield School District","900150860","2014-2015","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Fairfield School District","900150860","2014-2015","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"New Fairfield School District","900150860","2014-2015","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Fairfield School District","900150860","2014-2015","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"New Fairfield School District","900150860","2014-2015","Non-Special Education","Other Count","Number","-9999"
"New Fairfield School District","900150860","2014-2015","Special Education","Other Count","Number","-9999"
"New Fairfield School District","900150860","2014-2015","Non-Special Education","Other Rate","Percent","-9999"
"New Fairfield School District","900150860","2014-2015","Special Education","Other Rate","Percent","-9999"
"New Hartford School District","","2010-2011","Non-Special Education","Total Cohort Count","Number","-6666"
"New Hartford School District","","2010-2011","Special Education","Total Cohort Count","Number","-6666"
"New Hartford School District","","2010-2011","Non-Special Education","Four Year Graduation Count","Number","-6666"
"New Hartford School District","","2010-2011","Special Education","Four Year Graduation Count","Number","-6666"
"New Hartford School District","","2010-2011","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"New Hartford School District","","2010-2011","Special Education","Four Year Graduation Rate","Percent","-6666"
"New Hartford School District","","2010-2011","Non-Special Education","Still Enrolled After Four Years Count","Number","-6666"
"New Hartford School District","","2010-2011","Special Education","Still Enrolled After Four Years Count","Number","-6666"
"New Hartford School District","","2010-2011","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Hartford School District","","2010-2011","Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"New Hartford School District","","2010-2011","Non-Special Education","Other Count","Number","-6666"
"New Hartford School District","","2010-2011","Special Education","Other Count","Number","-6666"
"New Hartford School District","","2010-2011","Non-Special Education","Other Rate","Percent","-6666"
"New Hartford School District","","2010-2011","Special Education","Other Rate","Percent","-6666"
"New Hartford School District","","2011-2012","Non-Special Education","Total Cohort Count","Number","-6666"
"New Hartford School District","","2011-2012","Special Education","Total Cohort Count","Number","-6666"
"New Hartford School District","","2011-2012","Non-Special Education","Four Year Graduation Count","Number","-6666"
"New Hartford School District","","2011-2012","Special Education","Four Year Graduation Count","Number","-6666"
"New Hartford School District","","2011-2012","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"New Hartford School District","","2011-2012","Special Education","Four Year Graduation Rate","Percent","-6666"
"New Hartford School District","","2011-2012","Non-Special Education","Still Enrolled After Four Years Count","Number","-6666"
